ID,Language_ID,Headword,Part_Of_Speech,1st_Person_Singular,2nd_Person_Singular,3rd_Person_Dual,3rd_Person_Singular,Dialectal_Variant,Encyclopedic_Information,Entry_IDs,Etymological_Source,Etymology,Lexical_Citation_Form,Paradigm,Reduplicated_Form,Usage
a,Daakaka,a,dem,,,,,,,,,,,,,
a_1,Daakaka,a,gram,,,,,,,,,,,,,
a_2,Daakaka,a,intj,,,,,,,,,,,,,
aa,Daakaka,aa,poss.pron,,,,,,,,,,,,,
aa_1,Daakaka,aa,n,,,,,,,,,,,,,
-aa,Daakaka,-aa,poss.suf,,,,,,,,,,,,,
aa_ne_tes,Daakaka,aa ne tes,NA,,,,,,,,,,,,,
aatawa,Daakaka,aatawa,n,,,,,,,,,,,,,
aba,Daakaka,aba,n,,,,,,,,,,,,,
abwilyep_1,Daakaka,abwilyep,n,,,,,,,,,,,,,
abwilyep_2,Daakaka,abwilyep,adj2,,,,,,,,,,,,,
ada,Daakaka,ada,pron,,,,,,,,,,,,,
adaa,Daakaka,adaa,poss.pron,,,,,,,,,,,,,
adoprop,Daakaka,adoprop,n,,,,,,,,,,,,,
adu,Daakaka,adu,n,,,,,,,,,,,,,
ae,Daakaka,ae,n,,,,,,,,,,,,,
aelan,Daakaka,aelan,n,,,,,,,,Bislama,,,,,
akrep,Daakaka,akrep,n,,,,,,,,,,,,,
akuor,Daakaka,akuor,v.itr,,,,,,,,,,,,,
ale,Daakaka,ale,intj,,,,,,,,,,,,,
am,Daakaka,am,poss.pron,,,,,,,,,,,,,
am_1,Daakaka,am,n.rel.b,amuk,amum,,amun,,,,,,,u,,
-am,Daakaka,-am,poss.suf,,,,,,,,,,,,,
amaa,Daakaka,amaa,poss.pron,,,,,,,,,,,,,
amsi,Daakaka,amsi,poss.pron,,,,,,,,,,,,,
amu,Daakaka,amu,n.rel,,,,,,,,,,,,,
an,Daakaka,an,poss.pron,,,,,,,,,,,,,
an_1,Daakaka,an,gram,,,,,,,,,,,,,
an_2,Daakaka,an,gram,,,,,,,,,,,,,
an_3,Daakaka,an,gram,,,,,,,,,,,,,
-an,Daakaka,-an,poss.suf,,,,,,,,,,,,,
ane,Daakaka,ane,v.tr,,,,,,,,,,,,,
ane_1,Daakaka,ane,prep,,,,,,,,,,,,,
-ane,Daakaka,-ane,gram,,,,,,,-ne,,,,,,
animol,Daakaka,animol,n,,,,,,,,Bislama,,,,,
ansa,Daakaka,ansa,v,,,,,,,,Bislama,,,,,
ansi,Daakaka,ansi,pron,,,,,,,,,,,,,
anyemsi,Daakaka,anyemsi,poss.pron,,,,,,,,,,,,,
ao,Daakaka,ao,intj,,,,,,,,,,,,,
aoa,Daakaka,aoa,n,,,,,,,,Bislama,,,,,
aot,Daakaka,aot,v,,,,,,,,Bislama,,,,,
ap,Daakaka,ap,n,,,,,,,,,,,,,
apas,Daakaka,apas,n,,,,,,,,,,,,,
LX000001,Daakaka,apyaló,n,,,,,,,,,,,1,,
LX000002,Daakaka,apyaló ten,n,,,,,,,LX000001,,,,,,
apyang,Daakaka,apyang,n,,,,,,,,,,,1,,
apyang_evin,Daakaka,apyang evin,n,,,,,,,apyang,,,,,,
apyang_yu,Daakaka,apyang yu,NA,,,,,,"When so. has attained a certain rank, the fire his food is prepared with is `taboo', which means that only men of equal rank can eat with him.",apyang,,,,,,
ar,Daakaka,ar,n,,,,,,,,,,,,,
ar_1,Daakaka,ar,pron,,,,,,,,,,,,,
-ar,Daakaka,-ar,poss.suf,,,,,,,,,,,,,
as,Daakaka,as,n,,,,,,,,,,,,,
asi,Daakaka,asi,poss.pron,,,,,,,,,,,,,
ate,Daakaka,ate,v.tr,,,,,,,kyer,,,,,,
atuwo,Daakaka,atuwo,n,,,,,,,,,,,,,
atyo,Daakaka,atyo,n,,,,,,,,,,,1 ; 3,,
LX000003,Daakaka,atótes,n,,,,,,this plant is used as a rope for fixing thatch slabs onto bamboo poles on a roof,,,,,2,,
aua,Daakaka,aua,n,,,,,,,,,,,1,,
aup,Daakaka,aup,n,,,,,,,,,,,,,
ave,Daakaka,ave,n,,,,,,edible fruit with sweet white flesh and pink or red skin when ripe,,,,,,,
awes,Daakaka,awes,n,,,,,,,,,,,,,
aya,Daakaka,aya,poss.pron,,,,,,,,,,,,,
ayup,Daakaka,ayup,n,,,,,,,,,,,,,
b,Daakaka,b,n.rel.b,bok,bom,,bon,,,,,,,o,,
baa,Daakaka,baa,v,,,,,,,,,,,,,
baa_1,Daakaka,baa,n,,,,,,,,,,,,,
baakorkor,Daakaka,baakorkor,n,,,,,,,,,,,,,
baan,Daakaka,baan,n,,,,,,,baa,,,,,,
balip_1,Daakaka,balip,n,,,,,,,,,,,,,
balip_2,Daakaka,balip,adj2,,,,,,,,,,,,,
bamken,Daakaka,bamken,n,,,,,,,,Bislama,,,,,
banga,Daakaka,banga,v.itr,,,,,,,,,,,,,
bangbang,Daakaka,bangbang,v,,,,,,,,,,,,,
bangyap,Daakaka,bangyap,n,,,,,,,,,,,,,
bankyen,Daakaka,bankyen,n,,,,,,,,,,,3,,
bannar,Daakaka,bannar,n,,,,,,,,Bislama,,,,,
bao,Daakaka,bao,n,,,,,,,,,,,,,
bapan,Daakaka,bapan,n,,,,,,,,,,,,,
bapmoro,Daakaka,bapmoro,n,,,,,,,,,,,,,
bar_vyaa,Daakaka,bar vyaa,n.rel,,,,,,,,,,,,,
barar,Daakaka,barar,n,,,,,,,,,,,,,
barar_ten,Daakaka,barar ten,NA,,,,,,,barar,,,,,,
LX000004,Daakaka,barar téér,adj,,,,,,,,,,,,,
LX000005,Daakaka,baravyapmyató,n,,,,,,,,,,,,,
barbatin,Daakaka,barbatin,n,,,,,,,,,,,,,
barokor,Daakaka,barokor,n,,,,,,,,,,,,,
barvinye,Daakaka,barvinye,n,,,,,,,,,,,1,,
baryevikye,Daakaka,baryevikye,n,,,,,,,,,,,,,
bas-,Daakaka,bas-,n.rel.b,basuk,basom,,,,,,,,bason,o,,
basis,Daakaka,basis,n,,,,,,,,Bislama,,,,,
basmir,Daakaka,basmir,n,,,,,,,,,,,,,
LX000006,Daakaka,baséé,n,,,,,,,,,,,3,,
bat,Daakaka,bat,n.rel.b,betuk,batom,,,,,,,,baten,e,,
baten_temyar,Daakaka,baten temyar,NA,,,,,,,bat,,,,,,
batever,Daakaka,batever,n,,,,,,,,from French 'petits verts',,,,,
LX000007,Daakaka,bató,n,,,,,,,,,,,1,,
-be,Daakaka,-be,qu,,,,,,,ve,,,,,,
bee_1,Daakaka,bee,n,,,,,,,,,,,,,
bee_2,Daakaka,bee,v,,,,,,,,,,,,,
bees,Daakaka,bees,n,,,,,,,,,,,,,
beke,Daakaka,beke,n.rel,,,,,,,,,,,,,
bel,Daakaka,bel,n,,,,,,,,,,bel apyang,,,
beleebung,Daakaka,beleebung,n,,,,,,used for making tattoos,,,,,,,
beleem,Daakaka,beleem,n,,,,,,,,,bwili em,,2,,
belik,Daakaka,belik,aux,,,,,,,,,,,,,
belisokop,Daakaka,belisokop,n,,,,,,,,,,,1,,
belor,Daakaka,belor,n,,,,,,,,,,,,,
LX000008,Daakaka,bengaó,n,,,,,,,,,,,,,
bepane,Daakaka,bepane,n.rel,,,,,,"the place where a leaf diverges from the stem of a plant such as taro or banana, and where it can easily be torn off",,,,,,,
beti,Daakaka,beti,v,,,,,,,,,,,,,
betivyo,Daakaka,betivyo,n,,,,,,a shrublike plant the leaves of which are cooked until soft and eaten,,,,,3,,
bevyap,Daakaka,bevyap,v,,,,,,,,,,,,,
bewuon,Daakaka,bewuon,n,,,,,,,,,,,,,
bi-,Daakaka,bi-,n.rel.b,bik,byem,,byen,,,,,,,,,
bii,Daakaka,bii,v.itr,,,,,,,,,,,,,
bii_1,Daakaka,bii,n,,,,,,,,,,,,,
biite,Daakaka,biite,v.tr,,,,,,,,,,,,,
bili,Daakaka,bili,n.rel,,,,,,,yaa,,,,,,
bili_na,Daakaka,bili na,gram,,,,,,,,,,,,,
LX000009,Daakaka,bili sewe?,qu,,,,,,,nanges,,,,,,
bilip,Daakaka,bilip,n,,,,,,,,,,,,,
bilye,Daakaka,bilye,n,,,,,,,,,,,,,
bimesyu,Daakaka,bimesyu,n,,,,,,,,,,,3,,
bip,Daakaka,bip,n,,,,,,,,,,,,,
bip_mermer_1,Daakaka,bip mermer,n,,,,,,,,,,,,,
bip_mermer_2,Daakaka,bip mermer,v,,,,,,,,,,,,,
Bislama,Daakaka,Bislama,n,,,,,,,,,,,,,
bisop,Daakaka,bisop,n,,,,,,,,Bislama,,,,,
bistuwo_1,Daakaka,bistuwo,n,,,,,,,,,,,,,
bistuwo_2,Daakaka,bistuwo,adv,,,,,,,,,,,,,
bisya,Daakaka,bisya,n,,,,,,,,,,,,,
bitim,Daakaka,bitim,v.tr,,,,,,,,Bislama,,,,,
bity,Daakaka,bity,n.rel.b,bitik,bityem,,bityen,,,,,,bityen,i,,
bivian,Daakaka,bivian,n,,,,,,,,,,,1,,
bivian_se_merwowo,Daakaka,bivian se merwowo,NA,,,,,,,merwowo,,,,,,
bivili,Daakaka,bivili,v.tr,,,,,,,,,,,,,
biyep,Daakaka,biyep,n,,,,,,,,,,,,,
biyo,Daakaka,biyo,adj2,,,,,,,,,,,,,
blanket,Daakaka,blanket,n,,,,,,,,Bislama,,,,,
boa,Daakaka,boa,n,,,,,,,,,,,,,
bokosin,Daakaka,bokosin,n.rel,,,,,,,,,,,,,
bokosin_lye,Daakaka,bokosin lye,n,,,,,,,bokosin,,,,,,
bokosin_vyaa,Daakaka,bokosin vyaa,n,,,,,,,bokosin,,,,,,
bolip,Daakaka,bolip,n,,,,,,,,,,,3,,
boloor,Daakaka,boloor,n,,,,,,,,,,,2,,
bolor,Daakaka,bolor,n,,,,,,,,,,,,,
bon,Daakaka,bon,n,,,,,,,,,,,1,,
bong,Daakaka,bong,n,,,,,,,,,,bong ma erer,,,
bonit,Daakaka,bonit,n,,,,,,,,Bislama,,,,,
boo,Daakaka,boo,adj2,,,,,,,,,,,,,
booli,Daakaka,booli,n.rel,,,,,,,bon ; buluwu ; bwili,,,,,,
boot,Daakaka,boot,n,,,,,apyaló,,,Bislama,,,,,
bor_1,Daakaka,bor,n,,,,,,,,,,,,,
bor_2,Daakaka,bor,v,,,,,,,,,,,,,
bor_bor_mirmir,Daakaka,bor bor mirmir,n,,,,,,,,,,,,,
borapyang,Daakaka,borapyang,n.rel,,,,,,,,,,,,,
borep,Daakaka,borep,n,,,,,,,ep,,,,,,
borsyuk,Daakaka,borsyuk,n,,,,,,,,,,,,,
borvi,Daakaka,borvi,n,,,,,,,,,,,,,
borwemedaa,Daakaka,borwemedaa,n,,,,,,,,,,,,,
